run_accession	total_bases	total_spots	isolate	collection_date	geo_loc_name	host	biosample	library_strategy	library_selection	platform	instrument	bioproject	host_category
SRR29165093	60305748	61469	062211-24-4	2024-03-19	USA: Texas	Avian	SAMN41527235	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	other
SRR29165094	44287478	106100	062222-24-1-4	2024-03-19	USA: Texas	Domestic cat	SAMN41527234	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	feline
SRR29165095	68827393	70053	062222-24-1-3	2024-04-19	USA: Texas	Domestic cat	SAMN41527233	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	feline
SRR29165096	314671198	711905	B2410989-URINE-54	2024-03-29	USA: Ohio	Dairy cow	SAMN41527232	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165097	541249043	1193755	B2408700-NS	2024-03-29	USA: Ohio	Dairy cow	SAMN41527231	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165098	325403497	681000	B2408700-MILK-PBS-9	2024-03-29	USA: Ohio	Dairy cow	SAMN41527230	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165099	389394189	815193	B2408700-MILK-PBS-7	2024-03-29	USA: Ohio	Dairy cow	SAMN41527229	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165100	397268726	832663	B2408700-MILK-PBS-6	2024-03-29	USA: Ohio	Dairy cow	SAMN41527228	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165101	396176246	830780	B2408700-MILK-PBS-5	2024-03-29	USA: Ohio	Dairy cow	SAMN41527227	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165102	411974085	862155	B2408700-MILK-PBS-10	2024-03-29	USA: Ohio	Dairy cow	SAMN41527226	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165103	37505451	40044	078707-24-14	2024-03-13	USA: Ohio	Dairy cow	SAMN41527190	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165104	356310746	747495	B2408700-MILK-PBS-1	2024-03-29	USA: Ohio	Dairy cow	SAMN41527225	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165105	339608127	716474	B2408700-MILK-11	2024-03-19	USA: Ohio	Dairy cow	SAMN41527224	AMPLICON	RT-PCR	ILLUMINA	Illumina MiSeq	PRJNA1114404	cattle
SRR29165106	644974423	802920	072679-24	2024-03-19	USA: Texas	Dairy cow	SAMN41527223	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165107	58259187	64535	067041-24-6	2024-03-19	USA: Texas	Dairy cow	SAMN41527222	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165108	94611926	82524	067041-24-5	2024-04-19	USA: Texas	Dairy cow	SAMN41527221	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165109	131105441	96478	067041-24-2	2024-03-29	USA: Texas	Dairy cow	SAMN41527220	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165110	48744825	37593	067041-24-1	2024-03-29	USA: Texas	Dairy cow	SAMN41527219	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165111	56285433	57754	063224-24-8	2024-03-29	USA: Texas	Dairy cow	SAMN41527218	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165112	66572544	64483	063224-24-4	2024-03-29	USA: Texas	Dairy cow	SAMN41527217	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165113	32746805	29884	063224-24-10	2024-03-29	USA: Texas	Dairy cow	SAMN41527216	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165114	225799814	215572	078707-24-13	2024-03-13	USA: Ohio	Dairy cow	SAMN41527189	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165115	38397073	37947	063224-24-1	2024-03-29	USA: Texas	Dairy cow	SAMN41527215	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165116	42926527	43237	063200-24-9	2024-03-29	USA: Texas	Dairy cow	SAMN41527214	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165117	63406701	72266	063200-24-6	2024-03-29	USA: Texas	Dairy cow	SAMN41527213	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165118	176281932	149268	063200-24-5	2024-03-15	USA: Texas	Dairy cow	SAMN41527212	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165119	111242001	93072	063200-24-3	2024-03-16	USA: Texas	Dairy cow	SAMN41527211	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165120	63599358	65585	063200-24-1	2024-03-16	USA: Texas	Dairy cow	SAMN41527210	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165121	80658404	85410	057377-24-9	2024-03-14	USA: Texas	Dairy cow	SAMN41527209	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165122	101177169	97941	057377-24-8	2024-03-15	USA: Texas	Dairy cow	SAMN41527208	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165123	101210411	98907	057377-24-7	2024-03-19	USA: Texas	Dairy cow	SAMN41527207	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165124	178593009	166661	057377-24-6	2024-03-19	USA: Texas	Dairy cow	SAMN41527206	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165125	19624074	19498	078707-24-12	2024-03-13	USA: Ohio	Dairy cow	SAMN41527188	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165126	129597522	120488	057377-24-4	2024-03-19	USA: Texas	Dairy cow	SAMN41527205	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165127	60886153	61876	057377-24-26	2024-03-19	USA: Texas	Dairy cow	SAMN41527204	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165128	48885649	52352	057377-24-25	2024-03-13	USA: Texas	Dairy cow	SAMN41527203	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165129	92220032	103035	057377-24-2	2024-03-13	USA: Texas	Dairy cow	SAMN41527202	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165130	42706426	42407	057377-24-18	2024-03-13	USA: Texas	Dairy cow	SAMN41527201	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165131	56841476	54452	057377-24-16	2024-03-13	USA: Texas	Dairy cow	SAMN41527200	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165132	112367212	101208	057377-24-14	2024-03-13	USA: Texas	Dairy cow	SAMN41527199	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165133	59824133	60387	057377-24-12	2024-03-13	USA: Texas	Dairy cow	SAMN41527198	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165134	70488290	65573	057377-24-11	2024-03-13	USA: Texas	Dairy cow	SAMN41527197	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165135	61375036	55492	057377-24-10	2024-03-13	USA: Texas	Dairy cow	SAMN41527196	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165136	43343875	42618	078707-24-10	2024-03-13	USA: Ohio	Dairy cow	SAMN41527187	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR29165137	149559591	160030	078707-24-1	2024-03-13	USA: Ohio	Dairy cow	SAMN41527186	AMPLICON	RT-PCR	OXFORD_NANOPORE	GridION	PRJNA1114404	cattle
SRR35186256	108739106	105747	ADL_S156	2024-08-21	USA: Pennsylvania		SAMN50852552	AMPLICON	RT-PCR	OXFORD_NANOPORE	MinION	PRJNA1312032	unknown
SRR35186257	637888458	933842	ADL_S155	2024-08-21	USA: Pennsylvania		SAMN50852551	AMPLICON	RT-PCR	OXFORD_NANOPORE	MinION	PRJNA1312032	unknown
SRR35186258	792060426	714319	ADL_S154	2024-08-21	USA: Pennsylvania		SAMN50852550	AMPLICON	RT-PCR	OXFORD_NANOPORE	MinION	PRJNA1312032	unknown
SRR30802488	119640129	136459	A/bovine/USA/MILK-05-24MK0060 /2024	2024-04-15	USA: Arkansas		SAMN43931193	AMPLICON	RT-PCR	OXFORD_NANOPORE	MinION	PRJNA1165336	unknown
SRR30801890	199969430	197087	A/bovine/USA/MILK-48-24MK0032 /2024 (H5N1)	2024-04-14	USA: Texas		SAMN43930716	AMPLICON	RT-PCR	OXFORD_NANOPORE	MinION	PRJNA1165321	unknown
SRR36114813	95414652	322741	25-025508-001	2025	USA	DOMESTIC CAT	SAMN53332451	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR36114814	82034604	277945	25-025503-001	2025	USA	DOMESTIC CAT	SAMN53332450	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR34913293	125853895	423696	25-020884-001	2025	USA	DOMESTIC CAT	SAMN50501553	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR34784292	96910838	327601	25-020148-001	2025	USA	DOMESTIC CAT	SAMN50289276	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR34784293	97212442	327539	25-020076-001	2025	USA	DOMESTIC CAT	SAMN50289275	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR34712469	90626763	304466	25-019613-001	2025	USA	DOMESTIC CAT	SAMN50195779	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33508211	82515944	277511	25-011002-002	2025	USA	CAT	SAMN48412029	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33508212	77968409	261609	25-011002-001	2025	USA	CAT	SAMN48412028	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33124599	94820034	325154	25-007097-002	2025	USA	CAT	SAMN47941301	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33124600	130133538	442177	25-007097-001	2025	USA	CAT	SAMN47941300	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33124601	138946026	279888	25-006638-001	2025	USA	CAT	SAMN47941299	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33124602	93818995	188277	25-006544-001	2025	USA	CAT	SAMN47941298	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR33124603	82101812	176546	25-006543-001	2025	USA	CAT	SAMN47941297	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32973947	357957784	1215134	25-008304-003-v	2025	USA	CAT	SAMN47777707	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32868626	109816172	369378	25-008596-002	2025	USA	CAT	SAMN47586677	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32868627	33495400	113661	25-008596-001	2025	USA	CAT	SAMN47586676	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32868628	181423941	611661	25-008557-001	2025	USA	CAT	SAMN47586675	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32868629	70646448	240549	25-008304-001	2025	USA	CAT	SAMN47586674	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR32804445	96324476	348084	25-005779-001	2025	USA	CAT	SAMN47505611	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32804472	134609419	453576	25-007490-001	2025	USA	CAT	SAMN47505612	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32653903	96292618	326910	25-003476-003	2025	USA	CAT	SAMN47305027	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32633088	67016467	230826	25-005913-003	2025	USA	CAT	SAMN47290851	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32633089	140023511	472548	25-005800-002	2025	USA	CAT	SAMN47290850	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32633090	83727737	281902	25-005800-001	2025	USA	CAT	SAMN47290849	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32415265	49484134	166620	25-003476-002	2025	USA	CAT	SAMN46921953	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32223137	55586884	191558	25-001352-001	2025	USA	CAT	SAMN46541184	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32223138	39959578	137775	25-001350-001	2025	USA	CAT	SAMN46541183	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR32006822	118866453	407969	24-039057-001	2024	USA	CAT	SAMN46259222	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31960150	100950528	194022	24-038392-001	2024	USA	CAT	SAMN46201451	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31888724	73087335	248141	24-038279-001	2024-12-06	USA: CA	Cat	SAMN46073974	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885811	181720634	612865	24-037986-006	2024	USA	CAT	SAMN46070140	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885812	38351027	129684	24-037986-004	2024	USA	CAT	SAMN46070139	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885813	117208212	394905	24-037985-008	2024	USA	CAT	SAMN46070138	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885815	148326467	502359	24-037985-004	2024	USA	CAT	SAMN46070137	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885816	156172857	527564	24-037985-002	2024	USA	CAT	SAMN46070136	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885837	195822449	666940	24-037809-001	2024	USA	CAT	SAMN46070117	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885838	140318318	479463	24-037808-001	2024	USA	CAT	SAMN46070116	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885839	204552470	693681	24-037806-001	2024	USA	CAT	SAMN46070115	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885862	67090281	227697	24-037506-001	2024	USA	CAT	SAMN46070094	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885870	130982822	442999	24-037415-003	2024	USA	CAT	SAMN46070087	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885871	19777891	66213	24-037415-002	2024	USA	CAT	SAMN46070086	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885872	109011743	368231	24-037415-001	2024	USA	CAT	SAMN46070085	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885881	192482309	648603	24-037986-008	2024	USA	CAT	SAMN46070141	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885882	171006364	577067	24-037410-011	2024	USA	SAVANNAH CAT	SAMN46070082	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31885888	172787736	584141	24-037410-004	2024	USA	GEOFFROY'S CAT	SAMN46070077	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31820956	89262017	302570	24-036990-001	2024	USA	CAT	SAMN45953428	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821001	96777442	329992	24-037325-001	2024	USA	CAT	SAMN45953618	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821003	74084321	252219	24-037237-001	2024	USA	CAT	SAMN45953616	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821004	86372090	293444	24-037236-001	2024	USA	CAT	SAMN45953615	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821006	90659000	309396	24-037233-001	2024	USA	CAT	SAMN45953614	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821007	71618769	244602	24-037232-001	2024	USA	CAT	SAMN45953613	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR31821080	293939997	1010616	24-036311-001	2024	USA	CAT	SAMN45953177	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR30235364	137323057	471721	24-021510-002	2024	USA	CAT	SAMN43168329	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR30235365	143759017	491188	24-021510-001	2024	USA	CAT	SAMN43168328	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR30202034	197083344	669371	24-020717-001	2024	USA	CAT	SAMN43033078	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR30090367	60802832	206478	24-020794-001-original	2024	USA	Cat	SAMN42944679	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR30090368	54646948	184487	24-020793-001-original	2024	USA	Cat	SAMN42944678	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29740694	41909548	143638	24-018452-002	2024	USA	Cat	SAMN42361214	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR29694581	57821577	196929	24-017992-002-original	2024	USA	Cat	SAMN42278979	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29694582	45798005	156637	24-017992-001-original	2024	USA	Cat	SAMN42278978	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29455593	103868631	354539	24-016313-001	2024-05-25	USA	Cat	SAMN41892177	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29377892	270354841	929568	24-015315-001	2024	USA	Cat	SAMN41805820	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29377893	295421507	1007616	24-015309-001	2024	USA	Cat	SAMN41805819	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040272	149089879	509525	24-012039-002	2024	USA	DOMESTIC-CAT	SAMN41390789	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040273	181183558	619973	24-012039-001	2024	USA	DOMESTIC-CAT	SAMN41390788	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040274	200833621	688104	24-012046-004	2024	USA	DOMESTIC-CAT	SAMN41390787	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040275	189623144	648213	24-012046-003	2024	USA	DOMESTIC-CAT	SAMN41390786	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040286	108803737	372426	24-012046-002	2024	USA	DOMESTIC-CAT	SAMN41390785	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR29040297	186665506	639729	24-012046-001	2024	USA	DOMESTIC-CAT	SAMN41390784	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	feline
SRR28980984	234685922	800000	24-011797-002-original	2024	USA	DOMESTIC CAT	SAMN41267476	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28981031	232594627	800000	24-012168-003-original	2024	USA	DOMESTIC CAT	SAMN41267492	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28981032	232877614	800000	24-012168-002-original	2024	USA	DOMESTIC CAT	SAMN41267491	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28981033	233925019	800000	24-012168-001-original	2024	USA	DOMESTIC CAT	SAMN41267490	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28981036	234103536	800000	24-011929-002-original	2024	USA	DOMESTIC CAT	SAMN41267477	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28981039	232784137	800000	24-011518-002-original-repeat	2024	USA	DOMESTIC CAT	SAMN41267488	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28912792	4336151	15468	24-010948-001	2024	USA	DOMESTIC-CAT	SAMN41189767	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28912817	64009130	220662	24-011797-001	2024	USA	DOMESTIC-CAT	SAMN41189801	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28912818	54679156	188337	24-011659-004	2024	USA	DOMESTIC-CAT	SAMN41189800	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28912819	75765262	261397	24-011659-003	2024	USA	DOMESTIC-CAT	SAMN41189799	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28912858	48973288	168373	24-009311-002	2024	USA	DOMESTIC-CAT	SAMN41189795	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28834895	42419422	144817	24-009118-002-original	2024	USA	Domestic Cat	SAMN41106826	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28834896	55752213	204418	24-009116-001-original	2024	USA	Domestic Cat	SAMN41106825	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28834930	134194415	320810	24-009038-001-original	2024	USA	Domestic Cat	SAMN41106824	WGS	RANDOM	ILLUMINA	Illumina MiSeq	PRJNA1102327	feline
SRR28752473	48991530	183815	24-008850-002-original	2024	USA	Cat	SAMN41019213	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752474	41926899	147035	24-008850-001-original	2024	USA	Cat	SAMN41019212	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752511	50107127	172119	24-009116-005-original	2024	USA	Cat	SAMN41019276	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752512	55193173	189740	24-009116-004-original	2024	USA	Cat	SAMN41019275	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752513	51048711	206184	24-009116-002-original	2024	USA	Cat	SAMN41019274	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752523	212639947	720345	24-008764-002-original	2024	USA	Cat	SAMN41019207	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752524	278008019	941838	24-008764-001-original	2024	USA	Cat	SAMN41019206	WGS	RANDOM	ILLUMINA	Illumina iSeq 100	PRJNA1102327	feline
SRR28752665	89995140	186246	24-009311-006-original	2024	USA	Cat	SAMN41019293	WGS	RANDOM	ILLUMINA	Illumina MiSeq	PRJNA1102327	feline
SRR28752666	110671475	233660	24-009311-004-original	2024	USA	Cat	SAMN41019292	WGS	RANDOM	ILLUMINA	Illumina MiSeq	PRJNA1102327	feline
SRR38788355	274925865	930781	26G07188-001	2026	USA	CATTLE	SAMN60347465	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788356	221415416	747047	26G07197-001	2026	USA	CATTLE	SAMN60347542	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788357	170928859	576221	26G07184-002	2026	USA	CATTLE	SAMN60347541	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788358	238408538	804091	26G07184-001	2026	USA	CATTLE	SAMN60347540	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788359	288568884	974182	26G07183-008	2026	USA	CATTLE	SAMN60347539	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788360	251463921	854075	26G07183-007	2026	USA	CATTLE	SAMN60347538	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788361	223820565	755733	26G07183-006	2026	USA	CATTLE	SAMN60347537	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788362	252998174	852987	26G07183-005	2026	USA	CATTLE	SAMN60347536	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788363	125938405	423747	26G07177-004	2026	USA	CATTLE	SAMN60347464	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788364	205975140	692983	26G07183-004	2026	USA	CATTLE	SAMN60347535	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788365	204837586	692907	26G07183-002	2026	USA	CATTLE	SAMN60347534	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788366	177049334	600734	26G07183-001	2026	USA	CATTLE	SAMN60347533	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788367	220429333	748753	26G07182-004	2026	USA	CATTLE	SAMN60347532	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788368	189349139	637349	26G07182-003	2026	USA	CATTLE	SAMN60347531	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788369	208401885	705374	26G07180-001	2026	USA	CATTLE	SAMN60347530	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788370	205650789	693463	26G07179-005	2026	USA	CATTLE	SAMN60347529	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788371	237414813	798934	26G07179-004	2026	USA	CATTLE	SAMN60347528	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788372	261955569	885855	26G07179-003	2026	USA	CATTLE	SAMN60347527	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788373	225620311	765499	26G07179-002	2026	USA	CATTLE	SAMN60347526	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR38788374	204874959	693160	26G07177-003	2026	USA	CATTLE	SAMN60347463	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
